Regulator	Target	MI	pvalue
DBP	DGCR2	0.3744654598178277	0.0
RORA	SLC12A4	0.316911283558929	7.030614284353476E-5
ELK1	ANAPC4	0.25751658974083713	0.0021178727916457696
ATF6	FLYWCH1	0.4596619451468842	1.987589006713364E-6
ZHX2	VDR	0.34211429183049413	0.0
RORA	SWI5	0.4196650477904538	7.131887080902288E-9
MAZ	FAM53B	0.40303711279747584	1.0188410115574698E-9
FOXA1	SNRPG	0.26495932809132283	7.131887080902288E-9
RELA	PCDH1	0.3363883997499946	0.0
SP3	MAP4K3	0.474748431583701	7.030614284353476E-5
MAZ	ARL15	0.4258214599575122	0.0021178727916457696
BACH1	RAB8B	0.8054703958105655	0.0
FOXJ2	IFT27	0.33946559671632726	1.987589006713364E-6
RB1	DPP7	0.5124429019960796	0.0
REL	SNX30	0.5071046330924822	0.0
NR3C1	CREB1	0.5015059482746859	1.987589006713364E-6
ARNT	WHSC1L1	0.35761774493232773	3.940167240132908E-4
MAZ	FAM50B	0.5254772477656297	0.0
RXRB	COPS7B	0.3393064412707505	7.030614284353476E-5
MTF1	AZIN1	0.3125857095451208	7.030614284353476E-5
BACH1	RAB26	0.41529936820553687	0.0
HSF1	SCAP	0.4138391383105571	0.010898789878996062
BACH1	RAB2A	0.43763149231983267	0.0021178727916457696
BACH1	RAB31	0.43750860136335135	0.0
SMAD4	NADK	0.28673999762052443	3.940167240132908E-4
BACH1	RAB18	0.5546311460502872	7.030614284353476E-5
BACH1	RAB1A	0.5194631906706405	0.0
BACH1	RAB21	0.6207322578473312	0.0
FOXJ2	IFT46	0.3244358727963094	0.010898789878996062
FOXJ2	IFT43	0.36280067580842995	0.0
CDC5L	CARD6	0.33448659314799334	0.010898789878996062
BACH1	RAB7A	0.3975454698830181	0.0
BACH1	RAB5A	0.6449837054783459	0.0
MYC	BYSL	0.35497302925723045	0.0
SMAD4	NANS	0.28553057281015737	3.940167240132908E-4
CEBPA	YWHAE	0.27078773633534675	4.8394948048979813E-8
GTF2A1	PPP6R2	0.37949363159121013	3.940167240132908E-4
RXRA	IRAK4	0.3149608097344796	1.987589006713364E-6
SP3	MAP3K5	0.4152742405127461	7.030614284353476E-5
SP3	MAP3K1	0.5766540175386548	0.0
SP3	MAP3K2	0.5839613153242751	0.0
SP3	MAP3K7	0.4331273950081577	7.030614284353476E-5
YY1	PFDN6	0.24113334271871964	1.205170051887805E-5
FOXJ1	ADAMDEC1	0.3230308276483996	1.0188410115574698E-9
MYB	ADCY2	0.41870558008318687	4.8394948048979813E-8
NR3C1	SNX27	0.34561066989637373	7.131887080902288E-9
ETV4	MRPS6	0.28630613735724475	7.030614284353476E-5
PAX6	CSTB	0.34046857823146526	1.987589006713364E-6
POU6F1	FAM54B	0.306994419657893	0.0021178727916457696
ESRRA	DHRS13	0.3220185839566263	1.698068352595783E-10
PBX1	VEZF1	0.4227270632788171	0.010898789878996062
PPARA	SAP30BP	0.35347139241836006	7.030614284353476E-5
RORA	SLC19A2	0.419276386039685	0.0
ZFP161	SEPX1	0.392718008952193	0.0021178727916457696
GTF3A	RNF213	0.24725048994939042	0.0
NF1	CCAR1	0.40824605890516147	1.205170051887805E-5
PRRX2	LRBA	0.33261022920193656	7.030614284353476E-5
ETS1	IL16	0.32879400497449723	1.205170051887805E-5
E2F1	ZNF821	0.2662329946893292	1.0188410115574698E-9
RXRB	MTUS1	0.4932763848095388	0.0
ETS1	IL32	0.3050773789766248	0.0
FOXJ1	RANBP9	0.38421744711288863	0.0
UBP1	SNTB2	0.3184692658912797	1.987589006713364E-6
CEBPD	PRR7	0.33732927683287484	0.0
GTF3A	RNF123	0.26862194483084956	0.0021178727916457696
HSF2	NDST1	0.28777092379231534	0.0021178727916457696
FOXM1	HAS3	0.2668913251130806	1.205170051887805E-5
PAX6	CTSO	0.3059142891633839	1.987589006713364E-6
CEBPD	PTER	0.3640934150871347	0.0
TFDP2	ANKRD6	0.4990683206229306	7.131887080902288E-9
PRRX2	ZNF681	0.30920810177501845	3.158407135828156E-7
STAT5A	IPO7	0.32925395761839293	1.205170051887805E-5
HMGA1	PLIN3	0.4389695289225298	0.0
PCBP1	CAP1	0.534652459921592	0.0
STAT3	EFHC2	0.35251175348618125	1.205170051887805E-5
STAT3	EFHC1	0.387862418585979	1.987589006713364E-6
ZHX2	SNN	0.2950229414955286	3.940167240132908E-4
PRRX2	ZNF668	0.28699533301410585	0.0021178727916457696
PRRX2	ZNF678	0.27887945282945714	0.010898789878996062
PRRX2	ZNF672	0.2999015138314937	0.0021178727916457696
RUNX2	NDUFAB1	0.45015915425602016	0.0
TCF12	MORC4	0.3002397682809275	1.205170051887805E-5
SOX9	USP21	0.26897565852939737	1.205170051887805E-5
RXRA	SH3GLB2	0.29394169059349534	4.8394948048979813E-8
PCBP1	CASK	0.4122069290543239	3.158407135828156E-7
RUNX2	NDUFAF3	0.4782567107949684	0.0
SOX9	USP30	0.30497964577404973	0.010898789878996062
CEBPG	SUB1	0.3067649913186802	4.8394948048979813E-8
ATF3	DNAL1	0.2976564033204335	0.010898789878996062
ATF1	YWHAG	0.41914656884056467	3.940167240132908E-4
SMAD1	TRIM27	0.30803047771129816	1.205170051887805E-5
GABPA	AGTPBP1	0.4219225349810897	7.131887080902288E-9
CDC5L	COMMD4	0.40370005302081524	0.0
FOXJ2	CCT7	0.3183821845922852	0.0
FOXJ2	CCT4	0.3147784207781876	0.0
FOXJ2	CCT3	0.25860701521432106	0.0
CEBPB	ZFP36L2	0.27787884093424814	3.940167240132908E-4
HLF	TINAGL1	0.36124255360105995	0.0
CEBPG	SUFU	0.3235964090080209	0.0
NR2F2	ENPP5	0.33053842779329023	0.010898789878996062
RELA	ACTR1A	0.4697532015880186	0.0
STAT6	HMGB1	0.27444200381157724	0.0021178727916457696
TEAD1	SH3RF1	0.3039242979487873	1.0188410115574698E-9
PRRX2	ZNF746	0.30145218577424165	1.205170051887805E-5
PRRX2	ZNF747	0.2648679078564252	0.0021178727916457696
RUNX2	ELAC2	0.32626843361553326	0.0021178727916457696
STAT5B	SMAP2	0.5962708533597887	3.158407135828156E-7
VDR	KDM6B	0.37258677524256606	0.0
AHR	STK16	0.40267308474677677	1.0188410115574698E-9
AHR	STK19	0.3806629598361971	0.0
RUNX2	VRK3	0.34840551920828833	1.0188410115574698E-9
E2F1	ZNF629	0.29072887135861386	0.0
ZNF384	SMG7	0.28496260048800265	3.940167240132908E-4
ATF2	INO80	0.29946439715332096	7.030614284353476E-5
NFE2L1	KIAA1161	0.3181336254917155	0.0
ELF2	TSNAX	0.3282307531026109	0.0021178727916457696
VDR	DROSHA	0.29173947829938746	1.987589006713364E-6
TFDP2	LRRC59	0.34645304520562886	0.0
PPARA	LDOC1L	0.3681361654301429	0.0
PRRX2	KLK10	0.3186768027033078	1.987589006713364E-6
DDIT3	GZF1	0.3174391824367452	7.030614284353476E-5
GTF2A2	C14orf119	0.38975553937013924	0.0
GTF2A2	C14orf129	0.3387719733702201	0.0
RB1	DLG1	0.43794328885374206	0.0
GTF2A2	C14orf159	0.30122624289923616	0.010898789878996062
HMGA1	PCDH20	0.2826952997732051	0.0021178727916457696
FOXJ2	CBY1	0.34138230165239164	7.131887080902288E-9
AHR	VCL	0.302840016967958	0.0021178727916457696
SF1	TAGLN2	0.29504791261263436	1.205170051887805E-5
PCBP1	WASF3	0.3261822775454312	1.205170051887805E-5
RB1	DLAT	0.39715373904835544	0.0
NFE2L1	LOC642852	0.3475121118501496	0.0021178727916457696
ELF2	BNIP2	0.35701843795990995	7.030614284353476E-5
CDC5L	CAND1	0.4520537303382332	3.940167240132908E-4
HSF1	LRRC68	0.5609029784303348	0.0
TCF4	RINL	0.3098683295038962	0.0
IRF8	TNFSF12	0.40150100828600316	0.0
ELF1	PQLC1	0.3973347952759357	1.987589006713364E-6
RUNX2	IMPDH2	0.34231743946957427	0.0021178727916457696
IRF7	IL18BP	0.4137762976110561	0.0
GABPA	MORC3	0.6093049064970893	0.0
CEBPD	ARHGDIA	0.4258708646260866	0.0
PBX1	ERLIN2	0.48834160920936126	0.0
VDR	CBR1	0.27436545972827586	1.987589006713364E-6
POU2F1	ARID4A	0.3112430382891514	7.030614284353476E-5
CEBPD	PFN1	0.3506593222586288	7.030614284353476E-5
GTF3A	MGST3	0.30008600194759094	4.8394948048979813E-8
HMGA1	GIPC1	0.46017059522585324	0.0
CEBPD	EPM2AIP1	0.35060114491112593	3.940167240132908E-4
HMGA1	PLCH1	0.46262430756464185	0.0
RORA	SHARPIN	0.45233934041299567	0.010898789878996062
CEBPG	SNX7	0.2620859469505289	0.0
HMGA1	PLCD3	0.4033017602482236	0.0
RB1	RBM27	0.566873621427018	0.0
PBX1	TTC3	0.39365408484219405	0.0
RB1	RBM18	0.5212640913532751	0.0
RB1	RBM26	0.38226340362726907	0.0
MAZ	PDXDC1	0.36391776205611537	1.205170051887805E-5
ELK1	TTYH3	0.28899966477966493	0.0
ELK1	GANAB	0.2806669588112107	0.0
CEBPA	CADM4	0.3013132190698019	1.205170051887805E-5
MYC	CAV1	0.2837037870171369	0.0021178727916457696
CEBPD	PEX3	0.37131922183549587	1.0188410115574698E-9
MAFG	BRPF1	0.33728172039086934	0.0
POU6F1	BASP1	0.26145580013351877	3.940167240132908E-4
MAF	SPRR3	0.3074687702299733	0.0
STAT5A	ZNF286A	0.3065362770408409	1.698068352595783E-10
RELA	MYO5C	0.3068105572339212	0.010898789878996062
EGR3	C3AR1	0.5352203080974717	7.030614284353476E-5
SMAD4	MATR3	0.416800361873078	0.0
IRF1	C2orf42	0.26168387834058526	0.0
VDR	CD86	0.3611204438485805	7.030614284353476E-5
VDR	CD83	0.38373777018908706	0.0
ATF1	CAB39	0.5310482518943223	0.0
CEBPD	PGS1	0.32222701508119894	0.0021178727916457696
PCBP1	CFL1	0.5674409966643138	0.0
ZNF384	SGCB	0.28489775003174034	0.0021178727916457696
PCBP1	BSDC1	0.3144455725987756	0.0
VDR	CD44	0.4140385857463385	0.0
TBP	ORAOV1	0.2610113678025398	0.0
HIF1A	BTG1	0.33940038881500667	0.010898789878996062
CEBPD	PGLS	0.34949819710587415	4.8394948048979813E-8
NFE2L1	GTF2B	0.34122185657288184	0.0021178727916457696
FOXM1	HES2	0.2717627537915738	1.0188410115574698E-9
FOXA1	CRADD	0.26228142675545085	0.010898789878996062
PAX3	CLDN4	0.30024040007578023	0.0021178727916457696
E2F1	TFCP2	0.3012713263055997	1.987589006713364E-6
NF1	GSTZ1	0.3649955208528007	3.158407135828156E-7
PBX1	PPARGC1A	0.3688950872442299	0.0021178727916457696
SP3	BANF1	0.5207264721841643	1.205170051887805E-5
BACH1	TRIM41	0.43938769664437255	0.0021178727916457696
RB1	NUDCD1	0.5493631339006202	0.0
TP53	SMARCD1	0.27424342337947993	7.030614284353476E-5
BACH1	TRIM25	0.5384182703878745	0.0
SMAD4	LRRC41	0.31476276539188397	0.010898789878996062
FOXJ2	POU2F1	0.2847156893006292	1.698068352595783E-10
CBFA2T2	LRRC37A4	0.2679600140694074	0.010898789878996062
ELF2	CLPTM1	0.28132075917433663	1.987589006713364E-6
TCF12	OXCT1	0.36697513920749486	0.0
SMAD4	MAT2B	0.37422741708375923	0.0
SPI1	GPR183	0.5952890025814102	3.940167240132908E-4
ELF2	ATAD2B	0.38588032129153743	0.0
RELA	TSSC4	0.33844859731575866	0.0
SPI1	GPR132	0.6725362518640634	0.0
HLF	SNRNP40	0.2745696446982501	0.0
PRRX2	ZNF318	0.29836600305683186	0.0
CEBPG	CCDC64	0.2754528717962787	3.940167240132908E-4
ATF1	ORC4	0.3332729284080025	1.0188410115574698E-9
STAT5A	ISPD	0.3086353975629346	7.131887080902288E-9
STAT3	ELOVL7	0.29582296101371097	7.030614284353476E-5
PRRX2	ZNF37A	0.3275581245898198	3.940167240132908E-4
FOXA1	YY1	0.26414457349500814	0.0
RORA	SOS1	0.5305340832661006	0.0
ELF1	UBXN6	0.5157283290645501	0.0
ELF1	UBXN4	0.5715075140735063	7.030614284353476E-5
ZNF384	SHQ1	0.2632341364558675	0.0021178727916457696
MTF1	DENND4A	0.333293992930461	1.698068352595783E-10
MAX	LONRF2	0.32475629112798904	0.0
VDR	CERK	0.3317343144963663	7.131887080902288E-9
AHR	BAG5	0.3931337585330021	0.0
MTF1	ANKRD32	0.2614917724122227	0.0
PCBP1	CBX5	0.4668320907971513	0.0
PPARG	TTLL4	0.3166905193825383	0.0021178727916457696
PPARG	TTLL1	0.32601978970993634	3.940167240132908E-4
GTF2A2	SUCLG1	0.33484030517490326	0.0
STAT5A	IRF1	0.3258237690699577	0.0021178727916457696
STAT5A	IRF9	0.31787723594575684	0.0
STAT5A	IRF5	0.27890975166209564	0.010898789878996062
MYC	CCNF	0.28865830311396934	0.0
ZNF238	TAPT1	0.3167305276654609	7.131887080902288E-9
RORA	SNX4	0.3884341573029261	1.698068352595783E-10
MYC	CCT5	0.31595469022499345	0.0
TCF12	GLCE	0.35453771635103826	0.010898789878996062
MYC	CCT8	0.3125354412294091	0.0
ELK1	TMEM59	0.2574854422004807	3.158407135828156E-7
MAX	GPANK1	0.31134323382497125	1.987589006713364E-6
RELA	TSTA3	0.33381089609193626	0.0021178727916457696
PCBP1	CDON	0.4469679908177966	0.0
HSF1	RXRB	0.4983708888636768	4.8394948048979813E-8
NFE2L1	SREBF2	0.37165990196695164	0.0
NFE2L1	CCNG2	0.3347194707811169	1.0188410115574698E-9
HSF2	RUSC1	0.3180715328439799	0.0
HMGA1	PLCB3	0.2934011426048227	1.987589006713364E-6
HMGA1	PLCB1	0.32552855753936416	1.698068352595783E-10
HMGA1	PLCB4	0.4362145266050789	0.0
PCBP1	CD83	0.48968245756518364	4.8394948048979813E-8
DDIT3	C7orf59	0.34938137700595356	7.030614284353476E-5
FOXJ2	PA2G4	0.2831438503556231	7.131887080902288E-9
SF1	PUS3	0.2968423692488521	1.698068352595783E-10
SF1	PUS1	0.309357057900975	1.987589006713364E-6
PCBP1	CD14	0.48519186751865734	0.0
RXRA	TOLLIP	0.2918270304442676	3.940167240132908E-4
GABPA	RAP2A	0.4460575658726926	0.0021178727916457696
GABPA	G6PC3	0.5636663766712167	0.0
AHR	HINT2	0.4627762077562353	1.698068352595783E-10
GABPA	RAP1B	0.5626463837132173	1.205170051887805E-5
HSF2	DLGAP4	0.3022364080362723	1.0188410115574698E-9
CEBPG	SRP9	0.2693811687298456	3.940167240132908E-4
CEBPG	SS18	0.28695516106051533	0.0
GABPB2	NSMCE4A	0.26853011041462227	0.0
TP53	STOML1	0.31813008570204576	0.0
ATF2	BTBD3	0.3252421931092375	1.987589006713364E-6
STAT6	SLC44A4	0.27243677306819325	4.8394948048979813E-8
FOXA1	WIZ	0.30079771649237375	0.0
MAFG	GDF15	0.26161061974639005	7.131887080902288E-9
RFX1	PPP2R1B	0.42295346053312644	1.987589006713364E-6
AHR	AP1G1	0.49111408819686736	7.030614284353476E-5
ESR1	P4HA1	0.3156737750387997	3.158407135828156E-7
AHR	AP1AR	0.5038672967016836	0.0
SPI1	SOD2	0.6137141144852862	0.0
GABPB2	TEAD1	0.28486612717597914	1.205170051887805E-5
SRF	PGS1	0.33686166352993324	0.0021178727916457696
RREB1	C15orf40	0.29322761243595585	0.0021178727916457696
CEBPA	NCRNA00245	0.3586940787993173	0.0
NF1	NBEAL1	0.6931880774077342	0.0
SMAD4	MAPK3	0.2851461532124159	0.0
FOXJ1	CX3CL1	0.3761494218863854	3.940167240132908E-4
FOXJ2	DTYMK	0.33937857365238616	0.0
GTF2A2	NSMCE2	0.3148259775952626	0.0
TCF12	GET4	0.37537406489707564	0.0
FOXA1	XPA	0.280588646746752	1.0188410115574698E-9
MYB	SIRT5	0.4551888506190014	1.0188410115574698E-9
FOXJ1	TPD52L2	0.37340253546696156	0.010898789878996062
NFIL3	PTGS2	0.6144862235704367	1.987589006713364E-6
RORA	ABCA1	0.43942909552564197	0.0
DDIT3	CDC42BPB	0.3803051999636599	0.0
CEBPA	MBOAT1	0.27711963745709933	0.0
CEBPA	MBD3	0.3576405068149825	0.0
RB1	DEXI	0.5058877634065895	3.940167240132908E-4
E2F1	DIEXF	0.31820608264626754	0.0
HIF1A	BPHL	0.3948715953113829	1.205170051887805E-5
CEBPD	PKP3	0.3354718496463741	3.158407135828156E-7
ELF2	MYSM1	0.4112597561699587	0.0
TFDP2	WDPCP	0.45636193622956106	3.158407135828156E-7
VDR	C14orf142	0.3244378309689106	1.205170051887805E-5
GTF3A	METTL5	0.32171786891662063	0.0
RB1	DENR	0.40279237364854165	3.940167240132908E-4
RORA	STRN	0.5375284805965902	0.0
CBFA2T2	UGGT1	0.332921278285809	0.010898789878996062
CEBPA	MAF1	0.3564242489132003	0.0
HSF2	ISCA1	0.3349394409858341	0.0
REPIN1	MEGF8	0.5106652727250758	0.0
RB1	DEF6	0.37166071855813304	7.030614284353476E-5
NFIL3	STK17B	0.6249408463726019	0.0
RB1	MOBKL1A	0.48764707474657254	0.0
SP1	PRDM1	0.3596405079676216	0.0
ATF6	FAM199X	0.45950831593591235	3.940167240132908E-4
FOXM1	BRIX1	0.2713876456770071	3.940167240132908E-4
REST	DOHH	0.4224078679494637	0.010898789878996062
ATF6	FAM195A	0.5199998138464417	0.010898789878996062
GTF2A1	PPP1CA	0.37599642579504644	0.0021178727916457696
TEF	ERP44	0.425950072613587	1.987589006713364E-6
MAZ	STXBP5	0.4844115171737406	1.698068352595783E-10
GABPB2	N6AMT1	0.3062081572966871	0.0021178727916457696
ETV4	TMEM79	0.3737698505712292	0.0
AHR	STT3B	0.4518179473322386	0.0
SPI1	UNC13D	0.7380302693496833	0.0
ETV4	TMEM98	0.3187215817656827	0.0
HSF1	CHERP	0.3593291200124467	0.0
RUNX1	SNX11	0.364207431189949	0.0
XBP1	ACVR2B	0.3079368478698836	0.0
ARNT	USP9X	0.3269310877004411	0.010898789878996062
RB1	DDX6	0.5778840643064024	0.0
XBP1	FCGBP	0.23989713922287728	0.0
FOXQ1	VEZT	0.2885759772525432	3.158407135828156E-7
VDR	CISH	0.3365327061270511	0.0
IRF7	SHROOM1	0.3067352097166443	3.158407135828156E-7
PAX3	ACOX1	0.3477403614132179	7.131887080902288E-9
RFX1	MAPKBP1	0.3481518833011632	0.010898789878996062
TCF3	SCNN1A	0.3329353744846134	0.0
TCF12	RASA1	0.5288424442010846	0.0
CEBPD	PHC2	0.3763653451619281	1.987589006713364E-6
BACH1	RAP2C	0.6625001628734503	0.0
SPI1	ADAT1	0.36503296163554183	0.0021178727916457696
ESR1	ANKRD54	0.325499389897749	3.940167240132908E-4
PRRX2	NDUFS7	0.31424845677159796	0.0021178727916457696
BACH1	RAP1B	0.6124201501754888	0.0
BACH1	RAP1A	0.49261672237350645	0.0
SPI1	ADAM8	0.789451602273012	0.0
CEBPG	SMG8	0.2633958564742162	1.698068352595783E-10
ETS1	IRF8	0.3032239263188807	0.0
SRF	PEF1	0.4100385170776755	0.0
PAX3	ACOT9	0.2947118578748858	0.0021178727916457696
AHR	NF1	0.4753333156834669	7.030614284353476E-5
SMAD4	MANEA	0.3549171199980391	0.0
PRRX2	NDUFA3	0.2706520713451377	1.987589006713364E-6
AHR	MAZ	0.5511624641553405	0.0
STAT6	SLC45A4	0.2917170478873296	1.987589006713364E-6
STAT5B	LRRK2	0.6856884515672088	0.0
HSF2	EPB41L4B	0.3936062340461204	0.0
CEBPD	PIM3	0.32396263586012947	4.8394948048979813E-8
CEBPG	SMU1	0.24650349394792243	0.0
TFDP2	WDR70	0.31288399727054433	1.987589006713364E-6
RXRB	USP7	0.42061437988030936	0.0021178727916457696
SRF	PFN1	0.40660919271114593	1.987589006713364E-6
CEBPD	PIGK	0.3175850064040232	1.0188410115574698E-9
CEBPD	PIGY	0.30397041069557956	3.940167240132908E-4
RXRA	PLCD1	0.27477756555441596	0.0
RXRA	ARPP19	0.31041666000406276	0.0
EGR1	ZFP36	0.6712347562972413	0.0
MAX	UBE2R2	0.38179796574590685	0.0
SPI1	SRGN	0.8231323294693473	0.0
FOXA1	SNX12	0.2843821864030167	3.940167240132908E-4
FOXA1	SNX11	0.2928088760526624	0.010898789878996062
REST	RPS6KB2	0.40935788472804474	1.987589006713364E-6
MAZ	SWAP70	0.4992216431563046	0.010898789878996062
MAX	UBE2G1	0.3266466596508833	0.0021178727916457696
RXRA	ZDHHC12	0.27572693312796753	7.030614284353476E-5
E2F1	KCNJ2	0.28685623484134976	7.030614284353476E-5
AHR	MET	0.45168036201767825	0.0
SPI1	SRA1	0.39053683174660686	0.010898789878996062
E2F1	KCNK5	0.2623950738169425	0.0021178727916457696
CEBPD	GTF3C3	0.31447378300204964	7.030614284353476E-5
RB1	RAB1B	0.4369750549944112	7.030614284353476E-5
IRF1	MARCKSL1	0.2888741417050017	0.010898789878996062
AHR	CPD	0.4929143204468522	0.010898789878996062
VDR	DHX57	0.3183153748740689	0.0021178727916457696
RB1	RAB14	0.5649084397879752	1.205170051887805E-5
RB1	RAB13	0.3628445705569315	3.158407135828156E-7
RB1	RAB10	0.447814148186019	1.987589006713364E-6
VDR	TMPRSS11A	0.27803283220271935	0.010898789878996062
CBFA2T2	PTPRF	0.3726385262880602	1.987589006713364E-6
HIF1A	GADD45A	0.3375957065264974	4.8394948048979813E-8
GTF2A2	RALGPS1	0.34429406230993254	3.158407135828156E-7
RB1	RAB6A	0.41972426447612254	3.940167240132908E-4
TEF	ZBTB4	0.3758011624723417	7.030614284353476E-5
TEAD1	SMAD3	0.2774999575550395	3.158407135828156E-7
RB1	RAB34	0.40523006033015174	1.987589006713364E-6
AHR	CHM	0.5090672614024633	0.0
TEF	C1orf51	0.36324144405851777	0.0
CDC5L	PUSL1	0.36030320770597585	0.0021178727916457696
HSF1	SVIP	0.3922576590454905	0.0
ELK1	TSNAX	0.27972043527346585	7.131887080902288E-9
HSF2	FBLIM1	0.39931724000025504	0.0
E2F4	TRIM65	0.29083801970721007	0.0
STAT3	GNG10	0.4281971529700922	0.0
SOX9	SERPINB5	0.30029877947532213	0.0
SOX9	SERPINB2	0.3010813475224879	0.0
RUNX1	SOCS7	0.29626378167391715	7.131887080902288E-9
STAT1	CYLD	0.3178847915466968	4.8394948048979813E-8
AHR	HSD17B8	0.4864187073169582	0.0
PPARG	C9orf9	0.39446757165092333	0.0
PBX1	MAML3	0.3625779061469845	0.0
HMGA1	ARPC5L	0.3652323141488902	0.0
AHR	CXADR	0.5385818030632422	0.0
STAT3	SEMA5A	0.38342022772607287	0.0
SP1	RNF144B	0.3593278505860173	0.0
E2F1	FOXM1	0.2557170198419567	0.010898789878996062
STAT3	SEMA4A	0.2900613172954819	0.010898789878996062
RB1	EEA1	0.49584054027949803	1.205170051887805E-5
STAT1	STX1A	0.26775884088983226	0.0021178727916457696
MYB	CKAP5	0.41912842910362796	0.0
AHR	AP4M1	0.4928536313995447	0.0
MYB	ABTB2	0.3377490966011632	7.030614284353476E-5
MAX	CHD6	0.38793159253784093	0.0
MAX	CHD3	0.3326708117217315	7.030614284353476E-5
CEBPB	RPP25	0.29249656742540237	1.205170051887805E-5
SF1	STYK1	0.27126873647054145	0.0
SRF	PUM2	0.3819593901996611	0.0
TP53	CNNM1	0.3072885908666988	0.0
MAX	CHDH	0.3175088049609081	3.940167240132908E-4
HMGA1	NDRG1	0.31786304957520495	0.010898789878996062
HSF1	ENPP4	0.4152947316277734	0.010898789878996062
RB1	EDC4	0.3328428954322526	0.0
PPARG	ROPN1L	0.37889656309485154	0.0
SF1	FANCA	0.26286368763788265	1.205170051887805E-5
TCF4	PREB	0.32905704481183257	3.940167240132908E-4
GTF2A2	HEATR7A	0.34019430072223705	0.0
VDR	SCCPDH	0.3076481761932212	0.0
ETV4	BICD2	0.26402501461604566	1.987589006713364E-6
HSF1	STRN	0.5906742269885221	0.0
PRRX2	POLR2F	0.34783507731115465	0.0
CEBPA	PIK3R2	0.3942324441912575	0.0
RFX1	CTDP1	0.39379317889635324	0.010898789878996062
SPI1	SMOX	0.42262111585689793	0.0
AHR	AGL	0.4224436533891517	3.940167240132908E-4
HLF	SULT2B1	0.35408577167477556	1.205170051887805E-5
RUNX1	HDAC1	0.29348227724816894	3.940167240132908E-4
BACH1	SLC6A14	0.5148369270929937	0.0
SF1	AP2B1	0.30498098172980853	1.0188410115574698E-9
RB1	ECT2	0.4477286751279436	0.0
ATF2	METTL14	0.34376094269402746	1.698068352595783E-10
FOXJ1	ATP6V1E1	0.405815506409521	7.030614284353476E-5
SMAD1	ARHGEF12	0.41563615454777136	0.0
FOXJ1	ATP6V1G1	0.4738845778475299	0.0
RB1	ECI1	0.55988165433582	7.030614284353476E-5
RB1	ECH1	0.4505745743457199	0.0
GABPA	THOC2	0.4189593222182293	0.0021178727916457696
GABPB2	TCF12	0.31891406946750545	0.0
HMGA1	DYNC2LI1	0.4293201717837271	0.0
ATF1	MTA1	0.37361208720394784	1.205170051887805E-5
TP53	C11orf49	0.3547641887584178	0.0
AHR	AFF4	0.7025592255237455	0.0
SF1	RRS1	0.2704238732033828	0.0
RORA	LMAN2	0.5428811047650128	0.0
AHR	AQR	0.40364334067878155	1.205170051887805E-5
SPI1	SERPINA1	0.6984127781875684	0.0
REPIN1	SETD1A	0.3520424926477611	1.987589006713364E-6
TEAD1	CPEB4	0.3568867830437834	0.0
FOXJ1	ATP6V1B2	0.5083320841733607	0.0
SPI1	SERPINB4	0.39220938648354753	0.0021178727916457696
SPI1	SERPINB1	0.5221673182510222	7.030614284353476E-5
SF1	RRP8	0.258567541788699	7.030614284353476E-5
SPI1	SERPINB9	0.6111729372174528	0.0
RXRA	TMEM25	0.2553364843876782	0.0
STAT5A	LOC647979	0.3894212118906108	0.0
TP53	ALDH1B1	0.3062377727172681	0.0
TBP	ZMYM6	0.2661228248298996	0.010898789878996062
TP53	ALDH1A3	0.2795269841420662	0.0
ATF1	MST4	0.5509870198106922	4.8394948048979813E-8
ATF2	ILVBL	0.3178163199560039	0.0
MEIS1	FBXL20	0.27526255054091797	0.0
NF1	HMGXB4	0.431049863301196	1.987589006713364E-6
PAX6	BCAS3	0.28601713410691365	0.0021178727916457696
POU2F1	NTHL1	0.29753609954452664	3.940167240132908E-4
ATF6	SARS2	0.4300849648009429	0.010898789878996062
TCF12	SEC23IP	0.3562140190182258	0.0
TCF4	POLQ	0.3234821901498751	0.010898789878996062
PBX1	SLPI	0.35783165624430424	4.8394948048979813E-8
HMGA1	NDOR1	0.37506614565585267	0.0
PAX6	EHD2	0.2965996625182346	0.0
CEBPD	NXT1	0.3690517538948255	0.010898789878996062
ZFP161	ZADH2	0.36814346095056993	7.131887080902288E-9
PCBP1	BIVM	0.42305927125210097	7.131887080902288E-9
ARNT	DCAF10	0.36419631913286904	7.131887080902288E-9
ARNT	DCAF16	0.34211458300396785	7.030614284353476E-5
ELF1	DNTTIP2	0.48230463267077156	7.131887080902288E-9
CEBPA	PIK3C3	0.32601914820327227	0.010898789878996062
LMO2	AGFG1	0.31502439481660927	0.010898789878996062
TCF4	USP31	0.3474063677079473	0.0
AHR	AP3B1	0.42215035210750235	0.010898789878996062
NFE2L1	MTHFD1	0.295452323591312	0.0
IRF7	GALK1	0.3342968924928715	7.131887080902288E-9
SP3	THAP9	0.4105565758082641	3.940167240132908E-4
RORA	SELM	0.3557202060815687	0.0
ZHX2	DUT	0.2863807059530961	0.0021178727916457696
SRF	PSD3	0.4827384070718063	0.0
TEAD1	EXPH5	0.3224747107217304	0.0
HMGA1	ATXN7L3	0.39537580967032077	7.131887080902288E-9
HMGA1	ATXN7L1	0.4299661653588334	0.0
SF1	AP3S1	0.3055877996993104	1.698068352595783E-10
YY1	LOC388564	0.3061692925957644	4.8394948048979813E-8
CBFA2T2	YWHAH	0.30449416396107865	1.987589006713364E-6
